content,score,sentimen
good,5,1
Saya sudah melakukan pelatihan prakerja lewat tokopedia. Sangat baik,5,1
lmyan simpel,5,1
"Recommended banget, thanks semoga selalu jaya dan maju terus",5,1
Bermanfaan,5,1
Sangat bermanfaat,5,1
Terima kasih tokopedia. Aplikasi ini sangat mudah di gunakan dan membantu saya untuk menyelesaikan progam kartu pra kerja saya👍👍👍,5,1
Pernah gagal,4,1
aplikasi belanja online terbaik menurut gw sih,5,1
sangat keren,5,1
Sangat membantu dan bermanfaat,5,1
"Sangat puas bisa ambil materi pelatihan di toped dengan materi yg mudah dipahami, serta cepat prosesnya",5,1
"Terima kasih tokopedia,skill academic dan prakerja lembaga pelatihan yang sangat bermanfaat dan terpercaya,materi yang si berikan mudah di mengerti dan di pahami.banyak ilmu dan pengalaman baru yang saya dapatkan .semoga sukses terus.",5,1
Kelas online di dalam Skill Academy sangat bermanfaat ditengah Pandemi COVID-19 saat ini. Untuk Tokopedia semoga kedepannya semakin maju dan sukses!,5,1
Bagus banget,5,1
Bagus,5,1
Sangat bermanfaat ..,4,1
Bagus,5,1
👍,5,1
Sangat membantu,5,1
GUE DOWLOAND INI BIAR RED VELVET PROMOIN BARANG TOKPED BIAR MAKIN TENAR RED VELVET DI INDONESIA,5,1
"Terimakasih tokopedia, saya telah menyelesaikan pelatihan prakerja yang saya beli di tokopedia dengan sangat memuaskan.",5,1
mantap,5,1
Sangat Baik,5,1
Sangat bagus,5,1
"Hy, tokopedia, terimakasih. Sangat membantu dalam pembelian pelatihan Materinya sangat bagus, membantu dalam mengembangkan usaha",5,1
sangat baik,5,1
Sangat bagus,5,1
Dapet apapun disini bos,5,1
Josshh pokoke..,5,1
Sangat puas pelayanannya,5,1
Sangat membantu untuk membeli materi di prakerja,5,1
Sangat membantu dan sangat mempermudah,5,1
"Bagus sekali, aplikasi yang memudahkan untuk memenuhi kebutuhan saya",5,1
Top,5,1
Tokopedia mantap,5,1
Bagus banget dan keren,5,1
"Alhamdulillah videonya sangat jelas,,saya berkeinginan untuk membuka usaha,,terimakasih tokopedia",5,1
Ok sangat membantu,5,1
Saya kasih 4 bintang karna pelayanan toko pedia paling bagus. Dan sangat membantu,5,1
tokopedia sangat membantu,5,1
"Terima Kasih kepada tokopedia sebagai salah satu mitra prakerja yang menyediakan banyak sekali pelatihan untuk peserta prakerja , termasuk platform skill academy , sehingga memudah kan peserta prakerja memilih pelatihan sesuai minat & bakat masing peserta prakerja , dan semoga tokopedia semakin maju dan tidak ada kendala disetiap proses ataupun vertifikasi🙏",5,1
Okokkkkk keren banget gan,5,1
"Alhamdulillah setelah ada Tokopedia, saya tertolong bgt utk belanja , bayar tagihan ini itu tanpa keluar rumah. Semoga Tokopedia selalu amanah ya?!",5,1
Bagus,5,1
Trimakasih tokopedia.skill Academy dan kartu prakerja karnamu saya bisa belajar di bidang awal menjadi yotuber trimakasih,5,1
Sangat memuaskan,5,1
Memudahkan berbelanja,5,1
be better,5,1
Sangat baik,5,1
Sangggat baggus aplikasi ini,5,1
Bagus banget,5,1
"Terima kasih Tokopedia, saya mengikuti pelatihan Skill Academy dengan lancar tanpa kendala apapun. Habis itu bingung mau pilih kelas apalagi ya? 😁 Sukses terus ya buat Tokopedia 👍",5,1
Tokopedia... semua yg kamu inginkan ada disini....👍👍,5,1
bagus banget,5,1
Ok,5,1
"Hai Tokopedia saya sudah ikut pelatihan disini,,pelatihanya sangat bagus dan mudah dipahami. Terimakasih TOKOPEDIA saya sangat suka mengikuti pelatihan disni semoga kedepanya suksess dan bisa bermanfaat bagi orang lain😍",5,1
sejauh ini sesuai expectasi sih transaksi maupun barangnya,5,1
Mantapp,5,1
Luar Biasa...,5,1
Semoga sukses,5,1
tokopedia memang terbaik,5,1
Idola Bogeng,5,1
Terimah kasih banyak,5,1
saya senang belanja disini,5,1
Beli pelatihan prakerja lewat tokopedia dari Tnggl 20 sampai sekarang sertifikat belum muncul juga Dchat no respon,5,1
Sangat bermanfaat sekali,5,1
mantapo,4,1
Sangat bermanfaat sekali Terimakasih tokopedia,5,1
Bagus aplikasinya barangnya sangat bagus bagus good job toko pedia,5,1
Sangat membantu. Buat belanja and prakerja. Terimakasih,5,1
Sanagat membantu buat pelatihan kartu prakerja,5,1
"Jujur waktu awal sempet kesel sih sama pembatalan yg tb², tapi aku coba lg make dana yg ada di saldo, dan enak bgt responnya cepet, semoga tambah baik lg yah~❤",5,1
Lolos kartu prakerja lewat skill academy.. jos pokoke tokopedia.. mantap..,5,1
Aplikasi yang sangat bagus karena biaya yang murah sekaligus produk di dalam nya yang bagus,5,1
Keren,5,1
Kurang paham,4,1
Mantap,5,1
Terimakasih sudah memberikan wawasan kepada saya . ini Sangat membantu saya dalam segala hal,5,1
Terimkasih tokopediaa. Sangat sangat membantuuu,5,1
Sangat bermanfaat dan membantu untuk platihan prakerja.. Hampir 5 hari. sertifikat dan insentif sy belum masuk di dashboard Maslah pelatihan nya sy sudah clear 100% Semoga scepat nya masuk ke dashboard sy sbelum memasuki H ke 7 amiiinn,5,1
Sangat membantu sekali,5,1
"Sanagt memuaskan, sangat bermanfaat.",5,1
Sangat bermanfaat,5,1
Sangat membantu,5,1
Luar biasa,5,1
Diskon promo gratis ongkir murah ya,5,1
Toko pedia mudah belanja tanpa ribut dan pasti untung,5,1
keren,5,1
bagus,5,1
Baguss,5,1
Bagus,5,1
"Terimakasih tokopedia telah mempermudah untuk membeli pelatihan dari program kartu prakerja yang di selenggarakan oleh pemerintah, tinggal klik langsung bisa ikut pelatihan deh",5,1
Sangat bermanfaat,5,1
Coba tolong d proses sertifikasi saya ke dasbord prakerja .saya sudah selesai pelatihan dari tanggal 25,5,1
Nice,5,1
Alhamdulillah. Sangat puass.. Pelatihan gampang.. Mudah di mengerti.. Sertifikat prakerja langsung muncul..,5,1
Baik,5,1
"Bagus sekali aplikasi nya sangat mudah dijalankan, terimakasih",5,1
Sangat membantu dalam pembelian online,5,1
Mantap,5,1
Thank tokopedia karna proses pembelian pelatihan prakerja saya berhasil dan tidak ada kendala apapun,5,1
Sangat bagus,5,1
Baik,5,1
The best,5,1
"SANGAT BAGUS, UNTUK PELATIHANNYA SANGAT MEMUASKAN",5,1
Aplikasikasi ini sangat Bagus menjabut hari lebaran,5,1
Good,5,1
Mantap,5,1
bagus,5,1
Bagus 👍👍👍👍👍,5,1
terima kasih.,5,1
Sangat membatu sekapi dalam hal berbelanja dan penjual suksek selalu toko pedia,5,1
"penyampaian materi d BW sangat mudh dmengerti makasih tokopedia atas espon nya cepat ,mksh baking wolrd mksh prakerja",5,1
Thx,5,1
Sangat Membantu. Terima kasih 👍👍👍👍👍,5,1
mantap,5,1
ok,5,1
SDH bisa akses lagi . Terima kasih,4,1
udah bayar e banking tapi gagal. uang masuk ke saldo tokped,5,1
Aman dan di percaya,5,1
Terimakasih,5,1
Ok barang barang nya,5,1
Belanja puas hanya di tokopedia,5,1
Istimewa,5,1
"Terimakasih Tokopedia, sangat mudah membeli pelatihan melalui plks ini dan skill academic,, sangat bermanfaat",5,1
selalu ada hal baru yang dinantikan terimakasih,5,1
Sangat bagus,5,1
Mantap mudah di pahami,5,1
Tks toko pedia.pelatihan prakerja saya sukses,5,1
"Bgus banget suka,terima kasih",5,1
Sangat membantu dan sangat memudahkan Fiturnya ok,5,1
terbaik,5,1
"Mudah, cepat dan aman. Tokopedia best",5,1
"Terpercaya dan amanah,.,",5,1
Aplikasi ini sangat membantu saya. Trimkasih tokopedia,5,1
"Terimakasih tokopedia, membuat saya belajar banyak 🙏🙏",5,1
Sangat bagus,5,1
Yah,5,1
Sangat bermanfaat,5,1
"Barang yang di jual sangat lengkap, aplikasi mudah di gunakan dan tidak banyak bug",5,1
Bagus,5,1
Bagus dan sangat membantu.,5,1
"Aku suka sama Tokopedia, yang aku tidak suka waktu pesan dpt kurir anter aja hemb, ga puas lebih suka sicepat atau jnt JNE. Sumpah",5,1
Mantaf,5,1
Sangat membantu,5,1
Bagus sekali.. terimakasih Tokopedia,5,1
Semoga terus bisa kasih promo-promo diskon dan kasih kemudahan pelanggan. Makasih Banyak,5,1
Mantap,5,1
Kerenn,5,1
"Tokopedia makin ok sekarang sudah bisa cod, tapi tolong dipermudah lagi verifikasi data diri nya seperti mencantumkan nama gak usah pake ktp cukup di ketik aja dan tolong juga banyakin cod nya, terimakasih....",5,1
sangat bagus,5,1
Terimakasih tokopedia telah bekerja sama dengan kartu prakerja,5,1
luar biasa,5,1
baik,4,1
"Mantap,,,, makasihhhhh",5,1
Lengkap dan Sangat membantu,5,1
Kok lama ya keluar sertifikat sma insentifnyaa mohon bantu hehehe,5,1
Mantap sekali,5,1
Mntul,5,1
Barangnya bagus dan cepat sampai,5,1
Sangat baik enak di pakai apk ini,5,1
banyak cashback luv banget Tokopedia,5,1
Barang terpercaya di tokped walaupun kadang aplikasi ngadat. Dan lacak kiriman tidak up to date. Tapi barang bagus dan penjual terpercaya.,5,1
Hai kak kok paket saya gak bisa dilacak ya,4,1
Belanja lebih gampang,5,1
Good.. Tanks u tokopedia.. Blanja ku jd makin mudah tanpa ribet..,5,1
Bagus,4,1
Kereeeeeen,5,1
Bagus 😁😁😁,5,1
makasih tokopedia,5,1
Pembelian yg gampang,5,1
Terima kasih TOKOPEDIA sudah menjadikan idol K-Pop sebagai BA ditunggu Undang txt juga ya min 💚,5,1
Terima kasih tokopedia. Karena sudah menyediakan layanan belajar di Skill Academy. Ilmu yang disampaikan sangat bagus sekali dan mudah untuk dipahami.,5,1
terimakasih toko pedia🙏,5,1
"Toko pedia luar biasa, tetap jaya selalu",5,1
sangat membantu sekali untuk kebutuhan n lengkap terpercaya,5,1
bagus,5,1
Semua keluarga saya pada pake app ini😍,5,1
Mantap,5,1
Mantap,5,1
praktis banget,5,1
Sangat mbantu skali,5,1
"Aplikasinya bagus, membantu",5,1
Good banget aplikasi nya . Bagus dan cepet mudaj juga pula....dah sangat mudah membeli voucher prakerja dsni juga . Thanks tokopedia @tanti gayatri artha meviana p,5,1
Sangat membantu untuk belajar terimakasih Tokopedia,5,1
sangat jelas mudah di pahami dalam penyampaian sangat bermanfaat bagi kami yang ingin mulai berwirausaha.terimakasih tokopedia dan skill academy,5,1
Toko pedia sangat memuaskan sebagai mitra pelatihan prakerja yang mudah bertransaksi,5,1
niceeee,5,1
"Sekarang masuk minggu ke 4, semoga saja lah.. minggu depan sertifikat prakerja gak ada.. auto bintang 1 dah.! Gausah dibales kalo cman disuruh lapor ke blablabla. Udah asww gadaa solusinya, muter² mulu",5,1
trimakasi toko pedia berkat anda sya bisa mengikuti platihan dn bisa menambah pengetahuan sya,5,1
recomended,5,1
Aplikasi yang bagus,5,1
👍👍👍👍,5,1
Anus,5,1
mantep,5,1
Sangat membantu,5,1
Trimakasi,4,1
Bagus... pembelian cepat,5,1
Sangat membantu terimakasih,5,1
Makasih,5,1
"Mantap, sangat membantu",5,1
Memudahkan belanja sgl kebutuhan,5,1
"saya nuryaningsih, ikut prakerja di tokped emang terbaik🙏",5,1
Oke banget tokopedia sungguh keren,5,1
Sangat membantu dalam pembelian pelatihan prakerja semoga sertifikat cepat kuncul di dasbord,5,1
"Pelayanan baik, mempermudah kita belanja dari rumah dan harganya jg murah.",5,1
Barang selalu rersedia,5,1
Tokopedia merupakan platform yang sangat bagus untuk mitra prakerja.. Transaksi pembelian sangat cepat dan bagus,5,1
mantap sekali aplikasi ini cepet sekali dalam membantu saya mengurus kartu prakerja terima kasih,5,1
🤩,5,1
Ok,5,1
"Aplikasihnya bagus bangat, cepat dan mudah",5,1
Walau saya belum coba toko pedia ini teman saya kata disini tempat topup murah,5,1
Memuaskan,5,1
Trimakasih tokopedia yg sudah gabung bersama skill academy dan banyak pelatihan yg dipilih🙏,5,1
Makasih tokopedia sdh membantu dalam proses prakerja,5,1
Ok sangat baik,5,1
Mantaf,5,1
Sangat baik terima kasih tokopedia telah membantu saya dalam kelancaran pelatiha di skill academy untul sertifilat prakerja,5,1
Mntap terimakasih sangat membantu,5,1
GILAA BARU TAU SEKARANG AKU TOKPED BANYAK VOUCHER GRATIS ONGKIR KENAPA GA DARI DULUU😭😭,5,1
"Tokopedia memang tidak ada duanya... Bisa jualan, dan membeli produk dengan harga yang terjangkau. Kita juga bisa membeli pelatihan prakerja di Tokopedia. Terima kasih.",5,1
Mudah,5,1
Saya suka toko pedia 😍😍😍😍👍,5,1
ok,5,1
Sangat bermanfaat sekali,5,1
Good,5,1
Tokopedia toko belanja online paling bermanfaat untuk sy krna harga murah belanja ga ribet. Mksh tokopedia,5,1
Bagus,5,1
mantap deh,5,1
Kenapa aku tidak bisa download tokopedia tolong kasih tau dong plisssss,4,1
The best,5,1
apakah pemakayan kuota boros untuk membuka apliksi ini,5,1
Sangatt memuaskan,5,1
Oooooo m,5,1
tokped 👍,5,1
Terimakasih aplikasi ini sangat membantu saya,5,1
Sangat membantu,5,1
"Sangat bagus, dan sangat membantu untuk program pembelian kelas prakerja",5,1
So nice,5,1
Bagus buat belanja online,5,1
Saya sangat puas,5,1
Aplikasi ini sangat membantu untuk membeli kebutuhan,5,1
Bgus,5,1
Saya suka aplikasi ini,5,1
Terima kasih,5,1
Saya sangat menyukai nya,5,1
goodd,4,1
memuaskan,5,1
Sangat membantu aplikasi untuk saya yang lagi mengikuti mengikuti program kartu prakerja,4,1
Makasih banyak gan,5,1
Top,5,1
Aplikasi yang sangat membantu,5,1
Membantu sangat,5,1
Noce,5,1
Good,4,1
Bagus sekali,5,1
Aplikasi bagus mudah di pakai,5,1
Okay,5,1
Sangat bagus,4,1
Sangat membantu,5,1
Bagus sekaliiii,5,1
Top,4,1
Oke bagus,5,1
😍,5,1
Terima kasih buat Tokopedia 👍,5,1
Good,5,1
Sangat membantu,5,1
Toko pedia mantap,4,1
Mantul,4,1
Mantap,5,1
Bgus sekali apk ini,5,1
👍,5,1
Tokopedia aja,5,1
Memper mudah transaksi,5,1
"Saya sangat berterimakasih kepada Tokopedia karna telah bekerjasama dengan prakerja, sehingga dapat membantu mengakses materi2 dari prakerja .",5,1
Top,5,1
Mantap,5,1
"Terimakasih,,sangat membantu",5,1
Lengkap dan nyaman pelayanannya,5,1
Terima kasih tokped,5,1
bagus cepet pulsa terisi,5,1
Oke,5,1
terimakasih tokopedia,5,1
Semoga sy bisa mngunakanya Supya blanjanya aman,5,1
Terimakasih Tokopedia atas kelancaran berbelanjanya,5,1
Saya telah memberi ulasan dan reting mudah-mudahan tidak ada masalah dalam pencairan insentif saya.,5,1
Terimakasih Tokopedia sangat membantu,5,1
Best App for sale,5,1
"Sangat membantu, tokopedia bukan hanya untuk belanja tapi menyediakan kelas belajar dalam program prakerja. Materinya juga mudah dipahami. Terima kasih tokopedia.",5,1
sepp,5,1
top 👍👍,5,1
Apkikasi yang sangat bagus dan sangat membantu,5,1
Kok ggh,4,1
Mantap,5,1
apk bagusss ketika digunakan untuk kartu prakerja.terimakasih.,5,1
Mantaf,5,1
sangat membantu,5,1
Konten marketing luar biasa memberikan banyak wawasan dan tokopedia merupakn flatform yg bagus,5,1
Goodd,5,1
Sangat membantu Membantu untuk mengikuti platihan prakerja,5,1
Asu,5,1
Aplikasi yg mudah membantu bagus,5,1
"Sangat membantu saya ,kiranya dapat membantu prakerja saya",5,1
sangat baik,5,1
Bagus,5,1
Belanja online aman dan mudah,5,1
Mentap ni,5,1
Sangat bagus cepet,5,1
sangat bagus,5,1
Sangat baik,5,1
sangat bermanfaat,5,1
Oke,5,1
"Semoga bermanfaat,terimaksih tokopedia saya lancar beli pelatihan prakerja di sini",5,1
Wah bagus banget,5,1
Sy sering belanja online di Lazada tapi Sy sering kecewa karna barang yg Sy pesan begitu sampai tidak sesuai dengan yang di gambar.,5,1
Sangat puas belanja di tokopedia banyak fitur dan promo,5,1
Mantapu jiwa i like it forever intinya gaada obat intiny apk paling keren..👍,5,1
Bagus,5,1
sangat membantu,5,1
"sangat bermanfaat,saya sdh selesai pelatihan di skill academy,semoga sertifikat cepst muncul di dashbord",5,1
Terbaik,5,1
"Tolong dong min, bantuannya agar sertifikat prakerja saya muncul di dashboard. Karena sudah beberapa bulan saya sdh menyelesaikan semu pelatihan belum juga mendapatkan sertifikat.",5,1
Bagus sangat membantu,5,1
Sangat baik,5,1
Saya sudah membeli pelatihan di tokopedia. Pelajarannya sangan bermanfaat dan sangat memuaskan.semoga kedepannya semakin maju.amin,5,1
Materi yang sangat bagus...penyampaian yang jelas dan mudah dipahami..terima kasih toko pedia...,5,1
baik sangat membantu,5,1
Keren pokoknya,4,1
👍,5,1
Terimakasih telah mempermudah saya,5,1
Sangat bermanfaat terima kasih,5,1
Memuaskan,5,1
Suka belanja disini krn gratis ongkir,5,1
Bahan bagus,5,1
Aplikasinya membantu dan mantap,5,1
Terimakasih smua nya aplikasi juga program,5,1
"Terimakasih,. Sukses terus ya,.",5,1
Good aplication,5,1
Sangat sangat sangat sangat sangat sangat sangat bagus banget 😘😘😘😘😘😘^_^^_^^_^^_^^_^,5,1
Ok,5,1
Aplikasi ini sangat membantu sekali,5,1
Sangat membantu untuk saya,5,1
Woow keren,5,1
Good,5,1
Makasih buat tokopedia n baking world,5,1
"Saya suka Tokopedia ,asalkan jangan mensponsori ormas radikal. !!!",5,1
Baik,5,1
"Beanja dilazada menyenangkan,responnya cepat",5,1
Mantabb,5,1
the best🥰,5,1
cepat.bagus n puas,4,1
Mantab jaya,5,1
Ok,5,1
Tokopedia emng bagus dah jagonya Indonesia,5,1
Bagus sekali belajar di sini,5,1
Bagus,5,1
Tokopedia sangat membantu.,5,1
Tokopedia top👍,5,1
Mantap,5,1
👍👍👍👍👍👍👍👍👍👍,5,1
"Saya mengikuti pelatihan prakerja, aplikasi ini sangat membantu dan memudahkan saya dalam mengikuti pelatihan,terimakasih",5,1
sinyal.telkomsel.lancar,5,1
Bagus,5,1
Nice,5,1
sangat bermanfaaat,5,1
Bagus,4,1
Oke,5,1
Aplikasinya bagus banget,4,1
Sangat bermanfaat,5,1
Bagusss bangett untuk membantu prakerja,5,1
"Sangat memuaskan , Terimakasih Tokopedia",5,1
bagus sangat membantu😍,5,1
Mantap bahus. Tp sayang playleter nya kenapa kg bisa lg skrg.,5,1
puas,5,1
"Terimakasih sudah membantu saya mengerjakan soal prakerja lewat platform tokopedia, semoga sertifikat nya segera muncul di dashboard",5,1
Terima kasih tokopedia sudah bermitra dengan skill academy. Semoga pelayananya selalu memuaskan.,5,1
Beri bintang 5..,5,1
Kadang masih lemot dan penjual agak kurang cepat menanggapi,5,1
bagus,4,1
sangat baik dan bermanfaat dan saya yg nama asli ILHAM RAMADHAN tolong di acc,5,1
Bagus sekali,5,1
"Itu,toko kerja tante aku, semua ada di sana dan aku beli kok ,harga nya 2000 murah deh",5,1
Terimakasih Tokopedia sangat membantu,5,1
Sangat membantu dimusim pandemi virus covid19 yg sedang melanda dunia kita sa'at ini terimakasih,5,1
sangat bagus,5,1
Sangat memuaskan berbelanja ditoko pedia,5,1
Mantap,5,1
Cepat dan lancar...,5,1
Aplikasinya bagus dan banyak sekali promo cashback,5,1
Ok,5,1
Sangat membantu,5,1
Sangat membantu,5,1
tokopedia sangat membantu dalam segala kebutuhan yang saya harapkan .senantiasa memberikan banyak immformassi dan layanan yang berguna dan bermamfaat.,5,1
Sangat membantu saya 🙏🙏,5,1
Tokopedia sangat mudah digunakan sangat suka sekali dan sangat membantu,5,1
"Ayo Tokopedia sertifikatnya segera dikirim,, udah lulus kok lama banget",4,1
Sangat bermafaat👍,5,1
Toko ini sangat membantu saya transaksinya juga mudah,5,1
Semoga lebih baik lagi pelayanan dari tokopedia,5,1
Sangat baguss👍👍👍,5,1
Sangat membantu,5,1
Semoga semakin maju,5,1
Sae pisan,5,1
Terimakasih Tokopedia 👍👍👍,5,1
Sangat bagus rekomendet saya suka banget materi yg untuk program kartu prakerjanya,5,1
Mantap bermanfaat...,5,1
Proses mudah dan cepat,5,1
bagus,4,1
Tokopedia ok,5,1
Alhamdulillah sampai sni lancar lancar saja Terima kasih toko pedia,5,1
Mantab Tokopedia memang aplikasi yang sngat membantu banyak pengguna smartphone,5,1
Sangat baik,5,1
amazing,5,1
Mantap poko nya,5,1
Sangat membantu saat membeli palatihan,5,1
"Adanya tokopedia,saya bisa berjualan online,alhamdulillah..terimakasih tokped 🙏",5,1
Mantap,5,1
Mantap,5,1
👌.,5,1
Top deh toped,5,1
Kere,5,1
Terimakasih tokopedia sangat membantu,5,1
Keren banget aplikasi nya dan sangat membantu sekali 😍 Terima kasih tokopedia 💕,5,1
"Aplikasinya bagus, di dukung pula dengan prakerja. Jadi lebih mudah untuk membeli pelatihan. Semoga sukses selalu..",5,1
mantap murah dan cepat,5,1
Tokopedia sangat cepat dan baik dalam menangani fasilitas pembelanjaan dan prakerja,5,1
Mantaaap layanannya,5,1
Terbaik,5,1
Terima kasih tokopedia,5,1
Ok,5,1
Puas. terjamin,5,1
keren,5,1
tokopedia memang mantap...,5,1
"Mantap dan bagus, pelatihan mudah dipahami dan bermotifasi.",5,1
Menyenangkan,5,1
"Terima kasih Tokopedia, pelayanan nya bagus bagus banget",5,1
trimakasih sudah membantu...,5,1
sangat membantu,4,1
Ok,4,1
nice,5,1
Mantap ... Respon yang sangat baik,5,1
Sangat membantu aplikasi.y,5,1
"Cepat tepat, aman, nyaman dan amanh",5,1
sangat membantu .terimakasih tokopedia,5,1
Sangat bermanfaat,5,1
Tks tokopedia telah menjadi sarana pembelian pelatihan pra kerja ke skill academy,5,1
"hallo tokopedia , saya sudah membeli pelajaran kelas. com dari sini , disini saya juga mudah menemukan barang apa yg diinginkan:) semoga makin berjaya tokopedia trimakasih🙏",5,1
Mantap terima kasih tokopedia🙏,5,1
kok saya ga bisa ngasih ulasan ke kartu prakerja ya,5,1
baik,5,1
Gd,5,1
Mantap,5,1
Berbelanja enak di tokopedia,5,1
Sangat pas dan akurat,4,1
Skill academi tempat pelatihan terbaik. Tokopedia bekerjasama dengan baik. Sangat mudah.,5,1
aku sudah membeli barang,5,1
"Saya mumin,,semoga pelatihan prakerja yg saya beli di tokopedia menjadi bermanfaat buat saya",5,1
Sangat bermanfaat dan mudah di gunakan buat kartu prakerja,5,1
Mantap,5,1
Terima kasih atas semuanya...pokoknya luarbiasa!!!!,5,1
Sangat baik,5,1
Sangat membantu,5,1
bisa membantu juga,5,1
mantap membantu,5,1
Sangat bermanfaat,5,1
Istimewa,5,1
"Pembelian kelas di aplikasi ini cukup mudah, dan gak ada kendala dalam pembelian. Rekomendasi banget sih menurut aku. Apalagi buat pembelian pelatihan di skillakademi. Bagus pakai tokopedia aja. Terimakasih tokopediaaaa 😚",5,1
sejauhhh ini bagus ... mohon jaga kualitas dan toko2 yg berjualan semoga tidak mengecewakan ntuk para seller dan customer,5,1
Kenapa aku pengen download aplikasi ini karna ada BTS Dan Ku ini ARMY,5,1
Mantap,5,1
"Wadah jual & beli yg sangat nyaman, (suara Seller sekaligus Buyer) pertahankan kwalitas, banyakin promo, terutama freeongkirnya, kalau bisa jasa ekspedisi J&T dan JNE juga, good job Tokped 👍🏻👍🏻👍🏻👍🏻👍🏻",5,1
Murah,5,1
mantep,5,1
"Hai, tokopedia saya sudah mengikuti pelatihan. Pelatihannya mudah dipahami dan menambah wawasan. Terimakasih Tokopedia..",5,1
puassss sekali membeli pelatihan di tokopedia😁😁😇sukses selalu,5,1
Mantap dan jelas,5,1
Suka sekali,5,1
Sangat memuaskan,5,1
terimakasih materi pelatihannya sangat lengkap dalam bidang apapun dan sangat membantu. materi nya sangat berkualitas terimakasih,5,1
Bagus,5,1
Hai Tokopedia saya sudah mengikuti pelatihan disini .. pelatihnya bagus. mudah di pahami,5,1
"Keren banget sih emang Tokopedia. Pelatihan di Skill Academy melalui Tokopedia sangat2 fleksibel, sangat2 membantu. Ga rugi deh pokoknya. Thankyou Tokopedia",5,1
"Terimakasi tokopedia ,, sangat membantu",5,1
"Kalo bs kuota gratis ongkirnya masing2 org semua di tambahkan dong, nanggung banget , cm brp x doang dpt gratis ongkir , apalagi jaman pandemi gini kan lumayan buat hemat",5,1
Aplikasi ini sangat bagus,5,1
Sangat bagus dan bermanfaat,5,1
Good,5,1
good,5,1
Sangat memuaskan. Belanja disini respon cepat dan meteri skill academi sangat banyak,5,1
Sanagat puas.terimakasih,5,1
"Terimakasih acedemi, Tokopedia dan prakerja yang telah memberikan pelatihan begitu bagus",5,1
Tingkatkan terus kedepannya...,5,1
Sangat bagus sangat bermanfaat dan dapat membantu perekonomian di masa pandemi seperti ini,5,1
pembahasan pelatihan di platform ini sangat menarik dan mudah di pahami .. is the best tokopedia,5,1
belanja jadi mudah,5,1
"sangat membantu dan mudah di mengerti,di pahami",5,1
Trimakasih,5,1
Sangat membantu,5,1
Bermanfaat,5,1
"Bagus,apl ini sangat membantu dan memudahkan semua orang untuk belanja onlane.",5,1
Terus dipertahankan pelayanannya.,4,1
Terima kasih,5,1
Bagus,5,1
Mantappp bener,5,1
Bagus,5,1
Top,5,1
Ok aja,4,1
Sangat bermanfaat,5,1
Sangat membantu dan snagat bermanfaat,5,1
Mantap,5,1
ok,5,1
Sangat bagus Mempermudah pencarian barang,5,1
Semoga slalu suksesss goodjob,5,1
sangat membantu,5,1
Mantap,5,1
Bagus untuk kebutuhan,5,1
Saya senang sekali dapat berbelanja di toko pedia,5,1
Alhamdulillah bermanfaat bagi saya,5,1
Barang ori cuk,5,1
Sangat Baik dan Membantu,5,1
sudh jauh lbh baij,5,1
Sangat membantu,5,1
Mantap,5,1
Sangat memuaskan,5,1
Ntap,4,1
"Saya sudah mengikuti pelatihan prakerja, sangat menyenangkan dan menambah ilmu",5,1
Keren sesuai dengan pesanan,5,1
Bagus sekali banyak barang yang dijual mutunya baik,5,1
😊💪💪💪,4,1
"Bagus banget,membantu",5,1
Mantap,5,1
Makasih dh ngundang NCT in the house wwkwkwkwk,5,1
Sangat bagus,5,1
Sangat membantu sekali,5,1
Mantaff,5,1
Memuaskan,5,1
good,5,1
Sangat baik,5,1
Mantap,5,1
"Untuk tokped... Klo bleh kasih saran jgan bermitra lagi dgan ekpedisi anter aja... Smpah ekpedisi ngak guna, lelet, yg harus ny 2 hari udah smpe ini malah, macet berhari hari di ship nya...",5,1
Lanjutkan,5,1
Sangat baik dan bagus,5,1
Sangat membantu,5,1
Terimakasih tokopedia,5,1
topppo banget,5,1
Barusan mau tes,5,1
Sangat bagus,5,1
oke banget tokped,5,1
Membantu & aman,5,1
Mantab,5,1
Good,5,1
"Terimakasih banyak buat skill academy,tokohpedia serta lembaga prakerja yang memberikan pelatihan yg sangat bermanfaat dan berkualitas",5,1
Sangat membantu,5,1
Mantap,5,1
Baik,5,1
Sangat bermanfaat,5,1
Sangat bagus,5,1
Sangat membantu saya dalam hal apapun..,5,1
Aplikasi yang sangat mendukung untuk prakerja dan shopping online...,5,1
mntp,5,1
Sangat membantu dalam segala hal. Sukses terus Tokopedia,5,1
"Terimakasih toko pedia, saya bisa belanjan lebih banyak tapi tidak mahal, dan semoga menjadi toko online nomer 1",5,1
platform favorite belanja jd mudah,5,1
Sangat baik,5,1
Sangat bagus,5,1
Good aplikasi,5,1
"Hallooo tokopedia, saya sudah melakukan pembelian jelas di skill academy dan telah menyelesaikan kelasnya 100%, sudah lulus exam dan mendapatkan sertifikat dan telah memberikan ulasan. Tetapi di dashboard akun prakerja saya belum tercantum sertifikat. Mohon pencerahan nya dan segera diselesaikan. Terima kasih",4,1
hai toko pedia saya udah ikut pelatihan prakerja melalu platform skill akademi yg ada di toko pedia terima kasih toko pedia proses pmblian cepat n good good good the best,5,1
Up date terus merepotkan,4,1
Sangat membantu,5,1
Mantul,5,1
Memudahkan untuk melakukan transaksi dan barang2 yg dijual terjamin kualitasnya,5,1
