content,score,sentimen,content_clean
Belanja mudah,5,1,belanja mudah
Sangat bagus,5,1,bagus
sangat baik,4,1,
Sangat memudahkan untuk bertransaksi belajar online..,5,1,mudah transaksi ajar online
Ok,5,1,
Top pokoknya.jempol,4,1,top pokok jempol
Terima kasih tokopedia,5,1,terima kasih tokopedia
Mantaaappppp,5,1,mantaaappppp
Apik,4,1,apik
"Terimakasih, semua aplikasi sangat membantu dalam pendaftaran kartu prakerja.. Sangat bermanfaat bagi saya",5,1,terima kasih aplikasi bantu daftar kartu prakerja manfaat
Senang belanja ditokopedia selain cepet prosesy barangy sesuai meskipun blm saya coba rasay semoga enak biar jd langanan tetap..utk kuriry ramah👍 sukses tokopedia,5,1,senang belanja tokopedia cepat prosesy barangy sesuai coba rasay moga enak biar langanan kuriry ramah sukses tokopedia
Terimakasih sangat membantu dalam prakerja,5,1,terima kasih bantu prakerja
Good,5,1,good
di mana saya bisa kasih ulasan ?,5,1,kasih ulas
sangat membantu,5,1,bantu
"keren, fiturnya mudah",5,1,keren fiturnya mudah
Mantap,5,1,mantap
"Selamat pagi tokopedia, terimakasih banyak atas bantuanya, untuk ikut mensukseskan program prakerja saya, semoga mendapatkan imbalan yang setimpal dari allah swt.",5,1,selamat pagi tokopedia terima kasih bantu sukses program prakerja moga imbal timpal allah swt
Sangat bermanfaat,5,1,manfaat
matap man,5,1,mantap man
mntap diskonya... tanks ya up trus,5,1,mantap disko tanks up
sangat baik,5,1,
Mantul,5,1,mantul
"Bagus, rekomendasi",5,1,bagus rekomendasi
Terima kasih,5,1,terima kasih
Terima kasih Tokopedia. Saya sangat senang dan puas dengan ada nya Tokopedia. Bisa menyediakan pelatihan Skill Academy.,5,1,terima kasih tokopedia senang puas tokopedia sedia latih skill academy
Terimakasih sudah sangat membantu sekali .,5,1,terima kasih bantu
Saya sangat menyukai toko pedia,5,1,suka tokopedia
Mudah Di gunakan Dan Sangat memabntu millennial yang suka E-Commerce,5,1,mudah memabntu millennial suka commerce
Trimakasih. Sangat membantu sekali,5,1,terima kasih bantu
Sangat senang sekali bisa bergabung di aplikasi Tokopedia,5,1,senang gabung aplikasi tokopedia
Good aplikasi 😄👍,5,1,good aplikasi
Mantap ini mah,5,1,mantap
Mantap sangat terbantu proses cepat dan akurat terimakasih,5,1,mantap bantu proses cepat akurat terima kasih
Semakin mantap,4,1,mantap
jajan apa apa beli perlengkapan dapur segala macem disni.. terjangkau dan lebih seneng bisa free ongkir😁😁😁😁 terima kasih Tokopedia..,5,1,jajan beli lengkap dapur macem jangkau senang free ongkir terima kasih tokopedia
Banyak manfaat nya,5,1,manfaat
"Saya suka dengan pelatihan di Tokopedia, tapi yang saya ingin tanyakan, kenapa sertifikat saya belum muncul di dashboard prakerja?, Pdahal saya sudah menyelesaikan semua pelatihan dari semua step, saya sudah memberi ranting beserta ulasan dan sudah mendapat sertifikat, tapi kenapa di akun prakerja saya belum muncul sertifikatnya sampai sekarang. Mohon dibantu dan ditindak lanjuti, Terima kasih Tokopedia semoga lebih baik.",5,1,suka latih tokopedia sertifikat muncul dashboard prakerja selesai latih step ranting serta ulas sertifikat akun prakerja muncul sertifikat mohon bantu tindak lanjut terima kasih tokopedia moga
Sangat2 baik,5,1,
Belanja pelatihan melalui aplikasi tokopedia gampang dan mudah. Terimaksaih,5,1,belanja latih aplikasi tokopedia gampang mudah terimaksaih
"Terima kasih toko pedia,yg telah menjadi mitra pelathan pra kerja",5,1,terima kasih tokopedia mitra pelathan pra kerja
Sangat bagus,5,1,bagus
Sangat memuaskan,5,1,muas
😀😀😀,5,1,
Baik,5,1,
Bagus,5,1,bagus
Saya sudah mengikuti pelatihan prakerja sangat bagus meterinya,5,1,ikut latih prakerja bagus meter
ya gitu dechhh👍,5,1,dechhh
Menurut dri pelatihan tersebut sangat mudah dipahami,5,1,latih mudah paham
Sangat membantu dan ilmunya sangat bermanfaat,5,1,bantu ilmu manfaat
Cakep lah...cuma jualan kok g segampang dlu .fitur promosinya dtambah..jgn 1 macm itu aja..hehe..cuma masukan,5,1,cakep jual gampang fitur promosi dtambah macm masuk
Sempurna,5,1,sempurna
Mudah & Cepat 👍,5,1,mudah cepat
"Terima kasih tokopedia ,,skill academy and kertu prakerja..semoga kedepan lebih luar biasa semua oke",4,1,terima kasih tokopedia skill academy kertu prakerja moga oke
"Kenapa aplikasi toped sy sering ilang koneksi internetnya? Pdhl utk apl yg lain aman2 aja...udh coba uninstal trus instal kembali awalnya bagus...nggak brp lama eh, kembali ilang/putus lg koneksi internetnya & itu udh berulang ulang sy lakukan...mohon pencerahannya, mksh",5,1,aplikasi tokopedia hilang koneksi internetnya aplikasi aman coba uninstall install bagus hilang putus koneksi internetnya ulang ulang laku mohon cerah terima kasih
Ok,5,1,
Sangat mudah dan bermanfaat untuk belanja online,5,1,mudah manfaat belanja online
Lengkap dan puas,4,1,lengkap puas
Nama TT TT e event free v,4,1,nama event free
Sangat bermanfaat,5,1,manfaat
Sangat suka dengan pelatihannya,5,1,suka latih
Mantul,5,1,mantul
Pokoknya mantull..😊,5,1,pokok mantul
Tokped baik nya,5,1,tokopedia
Sangat memuaskan dan bermanfaat,5,1,muas manfaat
Bagus bngt,5,1,bagus banget
Senang membeli pelatihan dari tokopedia,5,1,senang beli latih tokopedia
Bagus dan snagat baik,5,1,bagus snagat
Bagus,5,1,bagus
Bagus tokopedia,5,1,bagus tokopedia
oke,5,1,oke
Sangat membantu buat berjualan,5,1,bantu jual
Thanks udah banyak membantu dalam pembelanjaan yang dibutuhkan.... 🤗🤗🤗🤗,5,1,terima kasih bantu belanja butuh
Mksih tokopedia 🌞,5,1,terima kasih tokopedia
Trima kasih tokopedia sudah membantu saya webinar dengan mudah dan lancar....sukses selalu,5,1,terima kasih tokopedia bantu webinar mudah lancar sukses
Semoga makin keren 👍 Dan sertifikat saya cepat muncul di dashboard yah,5,1,moga keren sertifikat cepat muncul dashboard
Sangat membantu untuk membeli pelatihan sangat mudah digunakan terima kasih,5,1,bantu beli latih mudah terima kasih
good,5,1,good
Saya sudah melakukan pelatihan prakerja lewat tokopedia. Sangat baik,5,1,latih prakerja tokopedia
lmyan simpel,5,1,lmyan simpel
"Recommended banget, thanks semoga selalu jaya dan maju terus",5,1,recommended banget terima kasih moga jaya maju
Bermanfaan,5,1,bermanfaan
Sangat bermanfaat,5,1,manfaat
Terima kasih tokopedia. Aplikasi ini sangat mudah di gunakan dan membantu saya untuk menyelesaikan progam kartu pra kerja saya👍👍👍,5,1,terima kasih tokopedia aplikasi mudah bantu selesai progam kartu pra kerja
Pernah gagal,4,1,gagal
aplikasi belanja online terbaik menurut gw sih,5,1,aplikasi belanja online baik
sangat keren,5,1,keren
Sangat membantu dan bermanfaat,5,1,bantu manfaat
"Sangat puas bisa ambil materi pelatihan di toped dengan materi yg mudah dipahami, serta cepat prosesnya",5,1,puas ambil materi latih tokopedia materi mudah paham cepat proses
"Terima kasih tokopedia,skill academic dan prakerja lembaga pelatihan yang sangat bermanfaat dan terpercaya,materi yang si berikan mudah di mengerti dan di pahami.banyak ilmu dan pengalaman baru yang saya dapatkan .semoga sukses terus.",5,1,terima kasih tokopedia skill akademik prakerja lembaga latih manfaat percaya materi mudah erti paham ilmu alam dapat moga sukses
Kelas online di dalam Skill Academy sangat bermanfaat ditengah Pandemi COVID-19 saat ini. Untuk Tokopedia semoga kedepannya semakin maju dan sukses!,5,1,kelas online skill academy manfaat tengah pandemi covid tokopedia moga depan maju sukses
Bagus banget,5,1,bagus banget
Bagus,5,1,bagus
Sangat bermanfaat ..,4,1,manfaat
Bagus,5,1,bagus
👍,5,1,
Sangat membantu,5,1,bantu
GUE DOWLOAND INI BIAR RED VELVET PROMOIN BARANG TOKPED BIAR MAKIN TENAR RED VELVET DI INDONESIA,5,1,dowloand biar red velvet promoin barang tokopedia biar tenar red velvet indonesia
"Terimakasih tokopedia, saya telah menyelesaikan pelatihan prakerja yang saya beli di tokopedia dengan sangat memuaskan.",5,1,terima kasih tokopedia selesai latih prakerja beli tokopedia muas
mantap,5,1,mantap
Sangat Baik,5,1,
Sangat bagus,5,1,bagus
"Hy, tokopedia, terimakasih. Sangat membantu dalam pembelian pelatihan Materinya sangat bagus, membantu dalam mengembangkan usaha",5,1,hy tokopedia terima kasih bantu beli latih materi bagus bantu kembang usaha
sangat baik,5,1,
Sangat bagus,5,1,bagus
Dapet apapun disini bos,5,1,apa bos
Josshh pokoke..,5,1,josshh pokok
Sangat puas pelayanannya,5,1,puas layan
Sangat membantu untuk membeli materi di prakerja,5,1,bantu beli materi prakerja
Sangat membantu dan sangat mempermudah,5,1,bantu mudah
"Bagus sekali, aplikasi yang memudahkan untuk memenuhi kebutuhan saya",5,1,bagus aplikasi mudah penuh butuh
Top,5,1,top
Tokopedia mantap,5,1,tokopedia mantap
Bagus banget dan keren,5,1,bagus banget keren
"Alhamdulillah videonya sangat jelas,,saya berkeinginan untuk membuka usaha,,terimakasih tokopedia",5,1,alhamdulillah video buka usaha terima kasih tokopedia
Ok sangat membantu,5,1,bantu
Saya kasih 4 bintang karna pelayanan toko pedia paling bagus. Dan sangat membantu,5,1,kasih bintang layan tokopedia bagus bantu
tokopedia sangat membantu,5,1,tokopedia bantu
"Terima Kasih kepada tokopedia sebagai salah satu mitra prakerja yang menyediakan banyak sekali pelatihan untuk peserta prakerja , termasuk platform skill academy , sehingga memudah kan peserta prakerja memilih pelatihan sesuai minat & bakat masing peserta prakerja , dan semoga tokopedia semakin maju dan tidak ada kendala disetiap proses ataupun vertifikasi🙏",5,1,terima kasih tokopedia salah mitra prakerja sedia latih serta prakerja platform skill academy mudah serta prakerja pilih latih sesuai minat bakat serta prakerja moga tokopedia maju kendala tiap proses vertifikasi
Okokkkkk keren banget gan,5,1,okokkkkk keren banget
"Alhamdulillah setelah ada Tokopedia, saya tertolong bgt utk belanja , bayar tagihan ini itu tanpa keluar rumah. Semoga Tokopedia selalu amanah ya?!",5,1,alhamdulillah tokopedia tolong banget belanja bayar tagih rumah moga tokopedia amanah
Bagus,5,1,bagus
Trimakasih tokopedia.skill Academy dan kartu prakerja karnamu saya bisa belajar di bidang awal menjadi yotuber trimakasih,5,1,terima kasih tokopedia skill academy kartu prakerja karnamu ajar bidang yotuber terima kasih
Sangat memuaskan,5,1,muas
Memudahkan berbelanja,5,1,mudah belanja
be better,5,1,better
Sangat baik,5,1,
Sangggat baggus aplikasi ini,5,1,sangggat baggus aplikasi
Bagus banget,5,1,bagus banget
"Terima kasih Tokopedia, saya mengikuti pelatihan Skill Academy dengan lancar tanpa kendala apapun. Habis itu bingung mau pilih kelas apalagi ya? 😁 Sukses terus ya buat Tokopedia 👍",5,1,terima kasih tokopedia ikut latih skill academy lancar kendala apa habis bingung pilih kelas sukses tokopedia
Tokopedia... semua yg kamu inginkan ada disini....👍👍,5,1,tokopedia
bagus banget,5,1,bagus banget
Ok,5,1,
"Hai Tokopedia saya sudah ikut pelatihan disini,,pelatihanya sangat bagus dan mudah dipahami. Terimakasih TOKOPEDIA saya sangat suka mengikuti pelatihan disni semoga kedepanya suksess dan bisa bermanfaat bagi orang lain😍",5,1,tokopedia latih latih bagus mudah paham terima kasih tokopedia suka ikut latih moga depan suksess manfaat orang
sejauh ini sesuai expectasi sih transaksi maupun barangnya,5,1,sesuai expectasi transaksi barang
Mantapp,5,1,mantap
Luar Biasa...,5,1,
Semoga sukses,5,1,moga sukses
tokopedia memang terbaik,5,1,tokopedia baik
Idola Bogeng,5,1,idola bogeng
Terimah kasih banyak,5,1,terima kasih
saya senang belanja disini,5,1,senang belanja
Beli pelatihan prakerja lewat tokopedia dari Tnggl 20 sampai sekarang sertifikat belum muncul juga Dchat no respon,5,1,beli latih prakerja tokopedia tnggl sertifikat muncul dchat respon
Sangat bermanfaat sekali,5,1,manfaat
mantapo,4,1,mantapo
Sangat bermanfaat sekali Terimakasih tokopedia,5,1,manfaat terima kasih tokopedia
Bagus aplikasinya barangnya sangat bagus bagus good job toko pedia,5,1,bagus aplikasi barang bagus bagus good job tokopedia
Sangat membantu. Buat belanja and prakerja. Terimakasih,5,1,bantu belanja prakerja terima kasih
Sanagat membantu buat pelatihan kartu prakerja,5,1,bantu latih kartu prakerja
"Jujur waktu awal sempet kesel sih sama pembatalan yg tb², tapi aku coba lg make dana yg ada di saldo, dan enak bgt responnya cepet, semoga tambah baik lg yah~❤",5,1,jujur sempet kesal batal tb coba pakai dana saldo enak banget responnya cepat moga
Lolos kartu prakerja lewat skill academy.. jos pokoke tokopedia.. mantap..,5,1,lolos kartu prakerja skill academy jos pokok tokopedia mantap
Aplikasi yang sangat bagus karena biaya yang murah sekaligus produk di dalam nya yang bagus,5,1,aplikasi bagus biaya murah produk bagus
Keren,5,1,keren
Kurang paham,4,1,paham
Mantap,5,1,mantap
Terimakasih sudah memberikan wawasan kepada saya . ini Sangat membantu saya dalam segala hal,5,1,terima kasih wawas bantu
Terimkasih tokopediaa. Sangat sangat membantuuu,5,1,terima kasih tokopedia membantuuu
Sangat bermanfaat dan membantu untuk platihan prakerja.. Hampir 5 hari. sertifikat dan insentif sy belum masuk di dashboard Maslah pelatihan nya sy sudah clear 100% Semoga scepat nya masuk ke dashboard sy sbelum memasuki H ke 7 amiiinn,5,1,manfaat bantu latih prakerja sertifikat insentif masuk dashboard mas latih clear moga scepat masuk dashboard sbelum pasuk amiiinn
Sangat membantu sekali,5,1,bantu
"Sanagt memuaskan, sangat bermanfaat.",5,1,sanagt muas manfaat
Sangat bermanfaat,5,1,manfaat
Sangat membantu,5,1,bantu
Luar biasa,5,1,
Diskon promo gratis ongkir murah ya,5,1,diskon promo gratis ongkir murah
Toko pedia mudah belanja tanpa ribut dan pasti untung,5,1,tokopedia mudah belanja ribut untung
keren,5,1,keren
bagus,5,1,bagus
Baguss,5,1,bagus
Bagus,5,1,bagus
"Terimakasih tokopedia telah mempermudah untuk membeli pelatihan dari program kartu prakerja yang di selenggarakan oleh pemerintah, tinggal klik langsung bisa ikut pelatihan deh",5,1,terima kasih tokopedia mudah beli latih program kartu prakerja selenggara perintah tinggal klik langsung latih
Sangat bermanfaat,5,1,manfaat
Coba tolong d proses sertifikasi saya ke dasbord prakerja .saya sudah selesai pelatihan dari tanggal 25,5,1,coba proses sertifikasi dashboard prakerja selesai latih tanggal
Nice,5,1,nice
Alhamdulillah. Sangat puass.. Pelatihan gampang.. Mudah di mengerti.. Sertifikat prakerja langsung muncul..,5,1,alhamdulillah puass latih gampang mudah erti sertifikat prakerja langsung muncul
Baik,5,1,
"Bagus sekali aplikasi nya sangat mudah dijalankan, terimakasih",5,1,bagus aplikasi mudah jalan terima kasih
Sangat membantu dalam pembelian online,5,1,bantu beli online
Mantap,5,1,mantap
Thank tokopedia karna proses pembelian pelatihan prakerja saya berhasil dan tidak ada kendala apapun,5,1,terima kasih tokopedia proses beli latih prakerja hasil kendala apa
Sangat bagus,5,1,bagus
Baik,5,1,
The best,5,1,best
"SANGAT BAGUS, UNTUK PELATIHANNYA SANGAT MEMUASKAN",5,1,bagus latih muas
Aplikasikasi ini sangat Bagus menjabut hari lebaran,5,1,aplikasikasi bagus menjabut lebaran
Good,5,1,good
Mantap,5,1,mantap
bagus,5,1,bagus
Bagus 👍👍👍👍👍,5,1,bagus
terima kasih.,5,1,terima kasih
Sangat membatu sekapi dalam hal berbelanja dan penjual suksek selalu toko pedia,5,1,batu sekap belanja jual suksek tokopedia
"penyampaian materi d BW sangat mudh dmengerti makasih tokopedia atas espon nya cepat ,mksh baking wolrd mksh prakerja",5,1,sampai materi bw mudh dmengerti terima kasih tokopedia espon cepat terima kasih baking wolrd terima kasih prakerja
Thx,5,1,terima kasih
Sangat Membantu. Terima kasih 👍👍👍👍👍,5,1,bantu terima kasih
mantap,5,1,mantap
ok,5,1,
SDH bisa akses lagi . Terima kasih,4,1,akses terima kasih
udah bayar e banking tapi gagal. uang masuk ke saldo tokped,5,1,bayar banking gagal uang masuk saldo tokopedia
Aman dan di percaya,5,1,aman percaya
Terimakasih,5,1,terima kasih
Ok barang barang nya,5,1,barang barang
Belanja puas hanya di tokopedia,5,1,belanja puas tokopedia
Istimewa,5,1,istimewa
"Terimakasih Tokopedia, sangat mudah membeli pelatihan melalui plks ini dan skill academic,, sangat bermanfaat",5,1,terima kasih tokopedia mudah beli latih plks skill akademik manfaat
selalu ada hal baru yang dinantikan terimakasih,5,1,nanti terima kasih
Sangat bagus,5,1,bagus
Mantap mudah di pahami,5,1,mantap mudah paham
Tks toko pedia.pelatihan prakerja saya sukses,5,1,terima kasih tokopedia latih prakerja sukses
"Bgus banget suka,terima kasih",5,1,bagus banget suka terima kasih
Sangat membantu dan sangat memudahkan Fiturnya ok,5,1,bantu mudah fiturnya
terbaik,5,1,baik
"Mudah, cepat dan aman. Tokopedia best",5,1,mudah cepat aman tokopedia best
"Terpercaya dan amanah,.,",5,1,percaya amanah
Aplikasi ini sangat membantu saya. Trimkasih tokopedia,5,1,aplikasi bantu trimkasih tokopedia
"Terimakasih tokopedia, membuat saya belajar banyak 🙏🙏",5,1,terima kasih tokopedia ajar
Sangat bagus,5,1,bagus
Yah,5,1,
Sangat bermanfaat,5,1,manfaat
"Barang yang di jual sangat lengkap, aplikasi mudah di gunakan dan tidak banyak bug",5,1,barang jual lengkap aplikasi mudah bug
Bagus,5,1,bagus
Bagus dan sangat membantu.,5,1,bagus bantu
"Aku suka sama Tokopedia, yang aku tidak suka waktu pesan dpt kurir anter aja hemb, ga puas lebih suka sicepat atau jnt JNE. Sumpah",5,1,suka tokopedia suka pesan kurir hemb puas suka sicepat jnt jne sumpah
Mantaf,5,1,mantap
Sangat membantu,5,1,bantu
Bagus sekali.. terimakasih Tokopedia,5,1,bagus terima kasih tokopedia
Semoga terus bisa kasih promo-promo diskon dan kasih kemudahan pelanggan. Makasih Banyak,5,1,moga kasih promo promo diskon kasih mudah langgan terima kasih
Mantap,5,1,mantap
Kerenn,5,1,keren
"Tokopedia makin ok sekarang sudah bisa cod, tapi tolong dipermudah lagi verifikasi data diri nya seperti mencantumkan nama gak usah pake ktp cukup di ketik aja dan tolong juga banyakin cod nya, terimakasih....",5,1,tokopedia cod mudah verifikasi data cantum nama pakai ktp ketik banyak cod terima kasih
sangat bagus,5,1,bagus
Terimakasih tokopedia telah bekerja sama dengan kartu prakerja,5,1,terima kasih tokopedia kartu prakerja
luar biasa,5,1,
baik,4,1,
"Mantap,,,, makasihhhhh",5,1,mantap makasihhhhh
Lengkap dan Sangat membantu,5,1,lengkap bantu
Kok lama ya keluar sertifikat sma insentifnyaa mohon bantu hehehe,5,1,sertifikat insentifnyaa mohon bantu
Mantap sekali,5,1,mantap
Mntul,5,1,mntul
Barangnya bagus dan cepat sampai,5,1,barang bagus cepat
Sangat baik enak di pakai apk ini,5,1,enak pakai aplikasi
banyak cashback luv banget Tokopedia,5,1,cashback luv banget tokopedia
Barang terpercaya di tokped walaupun kadang aplikasi ngadat. Dan lacak kiriman tidak up to date. Tapi barang bagus dan penjual terpercaya.,5,1,barang percaya tokopedia kadang aplikasi ngadat lacak kirim up date barang bagus jual percaya
Hai kak kok paket saya gak bisa dilacak ya,4,1,paket lacak
Belanja lebih gampang,5,1,belanja gampang
Good.. Tanks u tokopedia.. Blanja ku jd makin mudah tanpa ribet..,5,1,good tanks tokopedia belanja mudah ribet
Bagus,4,1,bagus
Kereeeeeen,5,1,kereeeeeen
Bagus 😁😁😁,5,1,bagus
makasih tokopedia,5,1,terima kasih tokopedia
Pembelian yg gampang,5,1,beli gampang
Terima kasih TOKOPEDIA sudah menjadikan idol K-Pop sebagai BA ditunggu Undang txt juga ya min 💚,5,1,terima kasih tokopedia jadi idol pop ba tunggu undang txt
Terima kasih tokopedia. Karena sudah menyediakan layanan belajar di Skill Academy. Ilmu yang disampaikan sangat bagus sekali dan mudah untuk dipahami.,5,1,terima kasih tokopedia sedia layan ajar skill academy ilmu bagus mudah paham
terimakasih toko pedia🙏,5,1,terima kasih tokopedia
"Toko pedia luar biasa, tetap jaya selalu",5,1,tokopedia jaya
sangat membantu sekali untuk kebutuhan n lengkap terpercaya,5,1,bantu butuh lengkap percaya
bagus,5,1,bagus
Semua keluarga saya pada pake app ini😍,5,1,keluarga pakai aplikasi
Mantap,5,1,mantap
Mantap,5,1,mantap
praktis banget,5,1,praktis banget
Sangat mbantu skali,5,1,mbantu
"Aplikasinya bagus, membantu",5,1,aplikasi bagus bantu
Good banget aplikasi nya . Bagus dan cepet mudaj juga pula....dah sangat mudah membeli voucher prakerja dsni juga . Thanks tokopedia @tanti gayatri artha meviana p,5,1,good banget aplikasi bagus cepat mudaj mudah beli voucher prakerja terima kasih tokopedia tanti gayatri artha meviana
Sangat membantu untuk belajar terimakasih Tokopedia,5,1,bantu ajar terima kasih tokopedia
sangat jelas mudah di pahami dalam penyampaian sangat bermanfaat bagi kami yang ingin mulai berwirausaha.terimakasih tokopedia dan skill academy,5,1,mudah paham sampai manfaat berwirausaha terima kasih tokopedia skill academy
Toko pedia sangat memuaskan sebagai mitra pelatihan prakerja yang mudah bertransaksi,5,1,tokopedia muas mitra latih prakerja mudah transaksi
niceeee,5,1,niceeee
"Sekarang masuk minggu ke 4, semoga saja lah.. minggu depan sertifikat prakerja gak ada.. auto bintang 1 dah.! Gausah dibales kalo cman disuruh lapor ke blablabla. Udah asww gadaa solusinya, muter² mulu",5,1,masuk minggu moga minggu sertifikat prakerja auto bintang balas cman suruh lapor blablabla asww gadaa solusi putar
trimakasi toko pedia berkat anda sya bisa mengikuti platihan dn bisa menambah pengetahuan sya,5,1,terima kasih tokopedia berkat ikut latih tambah tahu
recomended,5,1,recommended
Aplikasi yang bagus,5,1,aplikasi bagus
👍👍👍👍,5,1,
Anus,5,1,anus
mantep,5,1,mantap
Sangat membantu,5,1,bantu
Trimakasi,4,1,terima kasih
Bagus... pembelian cepat,5,1,bagus beli cepat
Sangat membantu terimakasih,5,1,bantu terima kasih
Makasih,5,1,terima kasih
"Mantap, sangat membantu",5,1,mantap bantu
Memudahkan belanja sgl kebutuhan,5,1,mudah belanja sgl butuh
"saya nuryaningsih, ikut prakerja di tokped emang terbaik🙏",5,1,nuryaningsih prakerja tokopedia baik
Oke banget tokopedia sungguh keren,5,1,oke banget tokopedia sungguh keren
Sangat membantu dalam pembelian pelatihan prakerja semoga sertifikat cepat kuncul di dasbord,5,1,bantu beli latih prakerja moga sertifikat cepat kuncul dashboard
"Pelayanan baik, mempermudah kita belanja dari rumah dan harganya jg murah.",5,1,layan mudah belanja rumah harga murah
Barang selalu rersedia,5,1,barang rersedia
Tokopedia merupakan platform yang sangat bagus untuk mitra prakerja.. Transaksi pembelian sangat cepat dan bagus,5,1,tokopedia platform bagus mitra prakerja transaksi beli cepat bagus
mantap sekali aplikasi ini cepet sekali dalam membantu saya mengurus kartu prakerja terima kasih,5,1,mantap aplikasi cepat bantu urus kartu prakerja terima kasih
🤩,5,1,
Ok,5,1,
"Aplikasihnya bagus bangat, cepat dan mudah",5,1,aplikasihnya bagus banget cepat mudah
Walau saya belum coba toko pedia ini teman saya kata disini tempat topup murah,5,1,coba tokopedia teman topup murah
Memuaskan,5,1,muas
Trimakasih tokopedia yg sudah gabung bersama skill academy dan banyak pelatihan yg dipilih🙏,5,1,terima kasih tokopedia gabung skill academy latih pilih
Makasih tokopedia sdh membantu dalam proses prakerja,5,1,terima kasih tokopedia bantu proses prakerja
Ok sangat baik,5,1,
Mantaf,5,1,mantap
Sangat baik terima kasih tokopedia telah membantu saya dalam kelancaran pelatiha di skill academy untul sertifilat prakerja,5,1,terima kasih tokopedia bantu lancar pelatiha skill academy untul sertifilat prakerja
Mntap terimakasih sangat membantu,5,1,mantap terima kasih bantu
GILAA BARU TAU SEKARANG AKU TOKPED BANYAK VOUCHER GRATIS ONGKIR KENAPA GA DARI DULUU😭😭,5,1,gilaa tokopedia voucher gratis ongkir duluu
"Tokopedia memang tidak ada duanya... Bisa jualan, dan membeli produk dengan harga yang terjangkau. Kita juga bisa membeli pelatihan prakerja di Tokopedia. Terima kasih.",5,1,tokopedia dua jual beli produk harga jangkau beli latih prakerja tokopedia terima kasih
Mudah,5,1,mudah
Saya suka toko pedia 😍😍😍😍👍,5,1,suka tokopedia
ok,5,1,
Sangat bermanfaat sekali,5,1,manfaat
Good,5,1,good
Tokopedia toko belanja online paling bermanfaat untuk sy krna harga murah belanja ga ribet. Mksh tokopedia,5,1,tokopedia toko belanja online manfaat harga murah belanja ribet terima kasih tokopedia
Bagus,5,1,bagus
mantap deh,5,1,mantap
Kenapa aku tidak bisa download tokopedia tolong kasih tau dong plisssss,4,1,download tokopedia kasih plisssss
The best,5,1,best
apakah pemakayan kuota boros untuk membuka apliksi ini,5,1,pemakayan kuota boros buka aplikasi
Sangatt memuaskan,5,1,muas
Oooooo m,5,1,oooooo
tokped 👍,5,1,tokopedia
Terimakasih aplikasi ini sangat membantu saya,5,1,terima kasih aplikasi bantu
Sangat membantu,5,1,bantu
"Sangat bagus, dan sangat membantu untuk program pembelian kelas prakerja",5,1,bagus bantu program beli kelas prakerja
So nice,5,1,nice
Bagus buat belanja online,5,1,bagus belanja online
Saya sangat puas,5,1,puas
Aplikasi ini sangat membantu untuk membeli kebutuhan,5,1,aplikasi bantu beli butuh
Bgus,5,1,bagus
Saya suka aplikasi ini,5,1,suka aplikasi
Terima kasih,5,1,terima kasih
Saya sangat menyukai nya,5,1,suka
goodd,4,1,goodd
memuaskan,5,1,muas
Sangat membantu aplikasi untuk saya yang lagi mengikuti mengikuti program kartu prakerja,4,1,bantu aplikasi ikut ikut program kartu prakerja
Makasih banyak gan,5,1,terima kasih
Top,5,1,top
Aplikasi yang sangat membantu,5,1,aplikasi bantu
Membantu sangat,5,1,bantu
Noce,5,1,noce
Good,4,1,good
Bagus sekali,5,1,bagus
Aplikasi bagus mudah di pakai,5,1,aplikasi bagus mudah pakai
Okay,5,1,oke
Sangat bagus,4,1,bagus
Sangat membantu,5,1,bantu
Bagus sekaliiii,5,1,bagus sekaliiii
Top,4,1,top
Oke bagus,5,1,oke bagus
😍,5,1,
Terima kasih buat Tokopedia 👍,5,1,terima kasih tokopedia
Good,5,1,good
Sangat membantu,5,1,bantu
Toko pedia mantap,4,1,tokopedia mantap
Mantul,4,1,mantul
Mantap,5,1,mantap
Bgus sekali apk ini,5,1,bagus aplikasi
👍,5,1,
Tokopedia aja,5,1,tokopedia
Memper mudah transaksi,5,1,memper mudah transaksi
"Saya sangat berterimakasih kepada Tokopedia karna telah bekerjasama dengan prakerja, sehingga dapat membantu mengakses materi2 dari prakerja .",5,1,terima kasih tokopedia bekerjasama prakerja bantu akses materi prakerja
Top,5,1,top
Mantap,5,1,mantap
"Terimakasih,,sangat membantu",5,1,terima kasih bantu
Lengkap dan nyaman pelayanannya,5,1,lengkap nyaman layan
Terima kasih tokped,5,1,terima kasih tokopedia
bagus cepet pulsa terisi,5,1,bagus cepat pulsa isi
Oke,5,1,oke
terimakasih tokopedia,5,1,terima kasih tokopedia
Semoga sy bisa mngunakanya Supya blanjanya aman,5,1,moga mngunakanya supya blanjanya aman
Terimakasih Tokopedia atas kelancaran berbelanjanya,5,1,terima kasih tokopedia lancar belanja
Saya telah memberi ulasan dan reting mudah-mudahan tidak ada masalah dalam pencairan insentif saya.,5,1,ulas rating mudah mudah cair insentif
Terimakasih Tokopedia sangat membantu,5,1,terima kasih tokopedia bantu
Best App for sale,5,1,best aplikasi sale
"Sangat membantu, tokopedia bukan hanya untuk belanja tapi menyediakan kelas belajar dalam program prakerja. Materinya juga mudah dipahami. Terima kasih tokopedia.",5,1,bantu tokopedia belanja sedia kelas ajar program prakerja materi mudah paham terima kasih tokopedia
sepp,5,1,sepp
top 👍👍,5,1,top
